"","cra","aceE","phoB","cyoA","amtB","appY","citC","dpiB","dpiA","fur","modE","hcp","cydD","lrp","ihfB","aspC","hyaA","hyaB","hyaF","appB","appA","narL","hns","fnr","ydeO","ihfA","btsR","cirA","narP","iscR","gutM","rpoS","rpoD","exuT","mdh","fis","crp","rpoH","gadX","cspA","oxyR","soxS","dcuR","arcA"
"23",7.54491395,11.02837582,6.308857993,10.74637007,13.39480592,5.805494421,0.330811755,4.654871094,5.226942014,9.421622246,6.43318076,1.10846427,5.468076611,9.771452204,10.42074057,10.03391645,2.060354193,2.436577452,2.879806636,5.806656576,6.314569013,7.822849841,12.13686318,9.826917195,2.078047906,9.662790898,4.233283563,4.903141953,5.550945577,8.373337247,2.258130937,10.9990013,9.570842359,4.629123599,11.26287704,7.224093141,9.670569049,9.612672719,9.33300762,3.48703477,8.213230818,6.970437686,5.440831485,10.35350713
"24",7.092407869,10.9252073,6.358580844,10.57908047,12.09056075,6.200202826,1.968088575,5.167414007,5.230254598,9.598558876,6.488084925,3.292688209,6.418947779,9.768109627,9.154887567,10.34209664,2.414566379,3.531715758,3.966495401,5.813171686,6.862297249,7.603330056,11.23653804,9.886064987,2.159682051,9.457065031,4.952950411,5.748947571,5.782017081,10.68385415,2.557486656,12.16753203,9.814836196,4.994237447,10.69087435,6.270885925,9.856803174,9.781746384,8.866855606,3.208461309,7.611780374,11.16559489,5.624223852,10.50917892
"25",7.369097251,10.91310758,5.99172869,10.72369261,12.20371799,3.019444711,0.622563305,4.904185713,5.122136563,9.883436733,6.376027823,2.396461444,6.459875676,9.322501572,9.195538849,10.2305395,1.758418213,2.633358991,3.926501102,5.509882277,6.596499565,7.235745989,10.91859551,9.705991086,0.321794341,8.354095062,4.647549548,5.860773517,5.727882697,10.86421402,2.975617256,12.31724389,9.797933533,5.235179,10.74205234,6.417078196,9.55673756,10.01128679,7.824939684,4.594816708,7.954733902,11.19949484,5.664335174,10.55635819
"26",7.295532759,11.28377639,5.935359684,10.84272747,12.77391736,5.878392864,0,4.739831884,4.841667974,9.199519281,6.536852985,1.827032171,6.009636191,10.24097749,9.305437698,10.31287207,1.207174723,2.402582427,3.117595627,5.04625893,5.716684865,7.777217499,11.65237125,9.620546461,1.138015078,9.880752169,4.830242006,6.688555429,6.200879758,8.618044859,3.019030041,11.58236557,9.525401349,4.151649555,11.53778943,7.441166615,9.943725229,9.534619136,8.435385126,3.495066733,8.117657613,9.941284421,5.60066371,10.53553454
"27",7.215696867,11.33021566,5.551925117,10.85852879,12.9053406,5.794869545,0.223061971,4.651359706,4.768092251,9.138479355,6.510817226,1.700588765,5.971625361,10.25464373,9.323176322,10.44388092,1.454574523,2.444497712,3.110087661,5.074975865,5.777522681,7.771313107,11.57639528,9.579700116,1.627910678,9.763128745,4.809460154,6.641011818,6.369053962,8.702558616,2.563088698,11.54722962,9.546055749,3.999755869,11.52150337,7.654182507,9.924264168,9.389356244,8.382879784,3.079642558,8.082189736,9.744420865,5.561183649,10.53656722
"28",7.433212356,11.6069172,5.51022042,10.56453381,13.14542687,5.840950802,0,4.856586252,4.734214804,8.967973321,6.260270319,2.116184787,5.907548708,10.08778369,9.730887963,10.71679862,2.098904239,2.984638719,2.992335168,6.242938464,6.713852402,7.977407523,11.92079795,9.693131004,1.140830022,9.907170756,4.728222308,7.106337038,6.152374935,9.085611993,1.826608234,11.49885711,9.436142069,4.646612285,11.51625961,6.922839635,10.21085425,9.547035941,9.578621199,2.896255869,8.122276176,7.050454244,5.769815231,11.31449497
"29",7.448284636,11.62368827,5.493776884,10.60524728,13.02182272,6.145307704,0,4.810442427,4.652504325,9.1039169,6.472771398,1.142105479,6.017917523,9.974782657,9.618949457,10.51815845,2.042439526,3.135125069,3.280285108,6.305014963,6.776783437,7.995180434,11.90821176,9.758492955,1.854613075,9.978941805,4.975384601,7.087267819,5.693670537,9.015198593,2.984194009,11.47395971,9.429772419,4.563875216,11.58973808,6.616791692,10.20105519,9.58117336,9.717863397,3.906278575,7.919669035,7.152644946,5.433852702,11.25854137
"30",7.427311509,11.27578084,5.390720412,11.32669678,4.831065816,5.045677598,0,4.777349419,4.57420366,8.874950105,6.45233744,0.651051418,6.120180222,10.18599785,8.667762327,10.08368907,1.42463074,1.750524988,3.024650441,4.169331563,4.890529272,7.448015767,11.66633864,9.659205285,2.235389462,9.707665748,5.182873118,7.901303131,6.188763576,8.893410247,2.298515814,10.49342249,9.628941353,4.144787914,11.69023564,8.183071121,10.05133477,8.876189193,7.775597201,4.380983698,8.081899631,6.412291431,5.839395814,10.12209199
"31",7.272739071,11.32575136,5.285176198,11.34264007,4.662691805,4.839376845,0,4.420019778,4.656197189,8.87305116,5.931520899,0.596485873,6.108941182,10.00086949,8.744463197,10.18978602,0.462658181,1.748049832,2.305572854,4.265498717,4.722842075,7.402672614,11.59511815,9.668243858,2.114322582,9.659113886,4.924353074,7.892931137,6.248556949,8.738229349,2.175990392,10.49018673,9.554313168,3.907501993,11.6617456,8.4179874,10.04842175,8.941707393,7.646885868,4.629050549,8.135188179,6.547004159,5.827669776,10.14486295
"32",7.017008673,10.96246787,5.803815902,10.44963393,4.086843474,6.328527684,0.271103211,4.606767883,4.993033488,9.171717363,6.32790429,1.132501871,5.624638907,9.950282189,9.693021753,10.18755103,1.656363436,1.928975101,3.48596094,4.625560664,5.748481076,8.234257013,12.14174248,9.568983999,2.625179503,10.09507815,4.729562664,12.18246432,4.875902802,10.00722528,2.940583083,10.96840011,9.422037754,5.052931013,11.95962008,7.815585073,10.10436019,9.205946635,8.837023026,3.490558504,8.272927184,6.555320662,5.956290843,10.73239877
"33",7.145800957,11.18682426,5.671111504,10.88163968,3.874064674,5.929119678,0,4.623398511,5.033733237,9.049214647,6.214338298,1.398795008,5.80071757,10.00155263,9.247951069,10.31194902,1.143139137,1.528720336,1.570363946,4.427523607,5.295226141,8.114402221,11.98910838,9.678072931,2.442351326,9.57816932,4.667148193,12.84124762,5.268407602,9.733305678,2.247838303,10.4878525,9.525777473,4.447929041,12.10210129,8.083609901,10.05057787,9.077466491,8.571300792,3.770921864,8.260391669,6.500622899,5.965474983,10.42116051
"34",7.214683876,11.1768,5.571190756,11.33781188,4.611877048,4.945054079,0.269044516,4.139594665,4.581461232,9.199503543,6.212768236,1.289970282,6.107914886,10.16271747,8.447083375,10.58738196,1.113807876,1.873187284,2.18324004,3.499747105,4.695274335,7.428904406,11.66607066,9.637455557,1.437685985,9.339574965,5.239203741,9.847991477,6.189631612,9.628079227,2.811403091,10.27120144,9.661756221,3.463321039,11.75227902,9.072645364,9.973392933,8.665043457,7.520285119,4.928302112,8.029819724,6.180807464,5.915902844,9.94079791
"35",7.189246665,11.20270312,5.60959251,11.38284262,4.523121332,5.444758035,0.425039759,4.347776528,4.945799081,9.214275654,5.869451617,1.404228867,5.982752561,10.23623451,8.470221575,10.45298056,0.980220036,1.146606735,2.602488427,3.766118154,4.92279937,7.454027759,11.65463133,9.674475409,1.279717193,9.318886346,5.149881037,9.908301378,6.078733064,9.637095023,2.46649685,10.13808151,9.64446877,3.537994713,11.85138042,9.079149797,10.0049063,8.642382935,7.785382828,5.017708066,8.108743917,6.328007391,5.751899181,9.883134071
"36",7.236003667,11.35351366,5.512649985,11.34727464,4.877007483,4.417535698,0,4.081703232,4.596435045,8.938524195,5.96292379,1.67568698,6.094143788,10.14764695,8.028991435,10.37398807,0.760882064,1.595654632,2.54340005,3.271751989,4.455665237,7.282615833,11.47487984,9.685153081,0.422049317,9.109344712,5.221960359,7.592666292,6.148046687,9.251570854,2.591626935,9.806503983,9.57521958,3.3183772,11.72353215,9.075725071,9.818244673,8.484336905,6.489231257,4.586227913,8.092684685,6.335952806,5.923572278,9.578911388
"37",7.166043073,11.3244135,5.37673435,11.33441244,4.982619628,4.37092917,0.794316893,4.108849952,4.479150049,9.013961174,6.162014755,1.603647377,5.924179855,10.09771864,8.163617925,10.38211921,0.761217926,1.596202907,2.54407885,2.744033972,4.333311664,7.168417238,11.48705475,9.590043093,1.014403388,9.245381352,5.166051351,7.559040393,6.273367934,9.145848217,2.900714514,9.861352462,9.633673971,2.804675335,11.74943282,9.140253519,9.798659134,8.398400138,6.3302787,4.587013125,8.080018358,6.485551727,5.78068902,9.549439572
"38",7.250974631,11.03027358,5.589135748,11.30696754,4.21318612,5.427780587,0,4.499821576,4.84696593,9.212007558,6.237823545,1.770385708,5.956497445,10.05955716,8.634075259,10.29244954,0.672228765,1.917445264,2.39404784,3.24337963,4.938209573,7.398474775,11.68191449,9.548960216,1.205931286,9.442054954,4.615346611,11.51439988,5.879503358,9.677821554,2.705821955,10.1200164,9.703314074,3.93714085,11.82361871,8.840145768,9.982659746,8.766526698,7.982419621,4.295579121,8.113519528,6.298757466,6.093929282,10.48044001
"39",7.225308984,11.00438694,5.655709677,11.21219856,4.286203795,5.501087293,0.353531206,4.370311936,4.628628591,9.177863013,6.341747347,1.474875177,5.983343063,10.08218106,8.717350819,10.4554076,0.838689261,1.102902757,2.696564598,3.878580021,4.850478474,7.464455175,11.71001063,9.558496406,1.728852581,9.647265333,5.019476012,11.56480358,5.872807376,9.552052547,3.059743794,10.20729533,9.678903703,3.953343382,11.82521625,8.883100897,9.931364835,8.880814347,7.924585132,4.607777705,8.258495267,6.268226735,6.015389028,10.46232145
"40",7.244117594,11.07257918,6.123200751,10.83311421,11.67106767,5.569328147,0.286348984,4.773816422,5.305959115,9.123793064,6.175721217,1.500364287,5.921929095,10.11475817,8.943936211,10.17276221,2.041532756,2.469306621,3.497623011,6.558464012,6.636041039,7.794052806,11.97321667,9.764116405,0.384061497,9.855616191,4.520354121,7.139628147,6.081024518,9.183344668,2.078374555,11.30575035,9.61452414,4.898298187,10.96610003,8.002087101,9.995376362,9.156268672,9.429005069,3.92004387,8.056026167,6.682040601,5.885087995,11.13307956
"41",7.718758638,11.0810422,5.135990061,12.01722079,3.205077744,5.759498572,0,4.192015097,3.834233858,9.357498193,6.058066666,1.821451949,5.827305076,9.922183493,8.357894843,9.603271835,1.365065934,2.228756554,2.733446121,5.355336617,5.147761851,7.433766611,11.35141485,10.87142194,1.451495911,9.596713676,4.384724008,4.267936794,5.442709282,7.597737725,4.769731232,9.49833423,9.398659481,4.49526043,12.14555633,8.584057826,9.488940373,8.487829777,8.871666024,5.290761903,7.600027445,8.78649127,6.212046273,9.496202782
"42",7.668705608,10.95003396,5.570720788,11.91264919,3.251513865,5.060454792,0.244822553,4.550823884,4.319905775,9.381594714,6.087512155,1.204014349,5.91729103,10.278547,8.562270595,9.631902165,1.364769785,2.394911471,3.013448529,5.097956599,5.138825533,7.386090501,11.56127109,11.01386731,1.019881755,9.494549869,4.760376619,4.115098959,5.435958164,7.642733801,4.729210844,9.675807231,9.404360595,4.277833047,12.0595836,8.709926156,9.634938636,8.681215348,8.545449873,6.16066083,7.752233036,8.935464361,6.338784613,9.519865378
"43",7.625969015,10.90034619,5.373831282,11.75405672,7.345438616,5.143632042,0.226737381,4.112776083,3.933913757,8.982850496,5.710911655,1.273736937,5.714996927,10.12050245,8.621913191,9.224450027,0.568718566,2.005395459,2.782454674,4.937504568,4.706905002,7.055036982,11.09563759,10.37102322,0.773399364,9.525463604,4.444063593,6.696755102,5.425329191,7.886429671,3.754123146,9.685930508,9.093811479,4.332694216,12.05387099,8.754937742,9.792871018,8.729944125,8.634420346,6.613858352,7.876429574,8.485680767,5.795568776,9.342010293
"44",7.615610754,10.91967542,5.543793873,11.78158303,7.383499704,5.132661154,0.748625982,4.274324199,3.855906858,8.951519126,5.417997928,1.668833885,5.900245082,10.05770511,8.49534115,9.242501003,1.551520461,2.142159216,2.824829351,4.921371649,4.659041808,7.121317732,11.12059752,10.35597627,0.959739406,9.715230494,4.35755842,6.620674373,5.648445905,7.970256439,4.583052757,9.677115294,9.149158017,4.281034068,12.06573358,8.631482896,9.808269305,8.858139366,8.631669358,5.007413742,7.865593594,8.493424975,5.912895968,9.383765921
"45",8.089378531,11.11317642,5.33330378,10.71099683,4.868933628,7.516684568,3.374094679,4.851943108,4.396098392,9.605286628,6.033647487,4.411223955,6.349456502,9.897942354,8.823470487,8.526127567,3.549240805,4.195920054,3.903000818,5.936861118,5.915999495,7.613500268,11.37585821,9.598622036,2.931718343,10.00048523,4.822018469,4.716386884,4.928231215,5.478675666,5.622588665,9.271333627,8.882340847,5.571458026,12.47983544,7.082682403,10.02778857,9.497170163,10.11603241,4.622895436,7.847765791,8.176185907,6.745313103,9.59851255
"46",8.087275636,11.12070032,5.255316071,10.53531073,4.633920268,7.796004749,3.190595418,4.856015685,3.882084408,9.551105491,6.16993631,3.83329651,6.490788934,10.04932461,8.625075963,8.506291484,3.308775121,3.896991497,3.636942536,5.803962152,5.854734798,7.526841999,11.34952138,9.520576283,2.573788605,10.02546168,4.697841906,4.378457869,4.956571259,5.061657583,5.74870098,9.249081537,8.801527855,5.468022637,12.55234962,7.195804772,10.13464828,9.311167881,10.26561205,5.716255614,7.748401139,8.260358387,6.925670797,9.666643367
"47",8.495379559,9.18684607,5.408121647,11.29185786,3.616663464,4.742203392,0,4.718569398,4.821663357,9.778178082,6.209538111,1.596770789,5.805526808,9.894016477,10.24035152,10.73109665,1.870961182,1.410517495,1.847586316,3.389841804,4.678914983,6.840039311,11.85169653,9.97048743,2.293165022,9.997285424,6.710532691,7.298767329,5.73260566,8.985085189,3.208780681,10.90310075,9.066668528,4.969904492,12.84913293,9.180795399,10.01227285,8.963312482,7.908083779,6.175676953,7.876651187,7.259925082,6.98191061,9.556404012
"48",8.534915253,9.143612512,5.691568876,11.3041846,3.877038753,4.915856659,0.307646015,4.776576867,4.62311723,9.812379963,6.329327854,1.903761016,5.910236709,9.941624417,10.24561117,10.68034676,0.925857756,1.634785183,2.266920348,3.695475202,4.732398827,6.825901084,11.93769958,10.02357319,0.731542598,10.10112724,6.601348595,7.237733666,5.536689386,9.183655764,2.375038726,10.83805057,8.973969808,4.416138966,12.84754132,9.252033471,10.12474792,8.965472319,8.126625162,6.340885665,7.829414618,7.328191296,7.044839894,9.535480296
"49",8.265263156,9.702757379,5.725908765,11.190101,3.550232703,4.564605448,0,4.796383437,4.885283721,9.793574477,5.859592719,1.953793704,6.177484253,9.805336386,9.947646897,9.722366999,1.158450861,1.134843144,2.746790539,2.764249896,4.019327882,6.448093559,12.57907557,9.831402154,1.489901967,10.28490208,6.527271489,7.483474316,6.272664034,8.249031301,2.88193143,10.79475169,9.013340462,4.726701044,12.3575734,9.862329549,10.15622835,9.314969708,6.64574496,7.06904289,7.94996867,6.768765815,6.675710183,9.63252619
"50",8.121020343,9.668572034,5.844157305,11.19199536,3.850452292,4.415928927,0.814510134,4.921747402,5.184929899,9.822970373,5.883283854,1.672665643,6.248966307,9.883658719,9.826325681,9.626402443,1.657259771,1.592711902,2.382125529,3.244945264,4.356632639,6.488802501,12.50788115,9.804590484,1.63601198,10.10213976,6.49560192,7.307194277,5.976332102,8.243145032,2.941724793,10.85940483,9.004254523,4.686238363,12.43652776,9.893232673,10.25867588,9.379757505,6.78197834,6.944116545,7.947811928,7.059479322,6.623513856,9.628959252
"51",7.689066418,9.381554227,5.684912559,10.82563972,5.024271451,5.907263837,0.28424231,4.798996642,5.177954235,9.743762652,6.381974777,1.97482937,6.183476909,10.32130213,10.00060588,9.50314403,1.021850144,1.836731027,3.221961637,4.251956795,5.088625617,6.914886324,12.37788365,9.804686702,1.896405631,10.40199295,5.435007694,7.038014258,6.121976309,8.900107793,2.755941507,10.51986234,9.096301139,4.479489863,11.59111395,9.940230726,10.04757974,9.413447106,8.077474017,7.35649729,8.106131206,7.109376499,5.732985425,9.76862123
